cid,acname,smiles,pIC50
139430263,IC50,COC1=NC(=CN=C1CN2CC3(C2)CCC(=O)N3)C4=CC=CC(=C4F)C5=C(C(=CC=C5)C6=CN=C(C(=N6)OC)CN7CC8(C7)CCC(=O)N8)Br,8.749579998
139457674,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN6CC7(C6)CC(C7)(C(F)(F)F)O)Cl,9.472370099
139430085,IC50,CC1(CN(C1)CC2=C(C=C(C=C2)C3=C(C(=CC=C3)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl)Cl)C#N)CO,9.899629455
139429382,IC50,CC1=NC(=CN=C1CN2CC3(C2)CC(=O)NC3)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)C)CN7CC8(C7)CC(=O)NC8)Cl,9.064492734
139429381,IC50,CC1=NC(=CN=C1CN2CC3(C2)CCC(=O)N3)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)C)CN7CC8(C7)CCC(=O)N8)Cl,9.632644079
139430266,IC50,CSC1=NC(=CN=C1CN2CC3(C2)CC(=O)NC3)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)SC)CN7CC8(C7)CC(=O)NC8)Cl,9.543633967
139429384,IC50,CSC1=NC(=CN=C1CN2CC3(C2)CCC(=O)N3)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)SC)CN7CC8(C7)CCC(=O)N8)Cl,9.806875402
139429890,IC50,COC1=NC(=CN=C1CNCCC2=CC=CC=N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl,9.707743929
139430432,IC50,CN1C=CC=C(C1=O)CNCC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl,9.612610174
139429918,IC50,COC1=NC(=CN=C1CNCCOC2=CC=CC=N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl,9.995678626
139430068,IC50,COC1=NC(=CN=C1CN2CC3(C2)CC(=O)NC3)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)OC)CN7CC8(C7)CC(=O)NC8)Cl,9.494850022
139430011,IC50,COC1=NC(=CN=C1CN2CC3(C2)CCC(=O)N3)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)OC)CN7CC8(C7)CCC(=O)N8)Cl,9.832682665
139430220,IC50,COC1=NC(=CN=C1CNC[C@@H]2[C@H]3C[C@H]3C(=O)N2)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)OC)CNC[C@@H]7[C@H]8C[C@H]8C(=O)N7)Cl,9.446116973
139430441,IC50,COC1=NC(=CN=C1CNCCN2C=CC=CC2=O)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl,10.19382003
139430412,IC50,COC1=NC(=CN=C1CNCCC2=CC(=CN=C2)O)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl,9.728158393
139430171,IC50,CN(C)C1=NC(=CN=C1CN2CC3(C2)CC(=O)NC3)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)Cl)CN7CC8(C7)CC(=O)NC8)Cl,9.651695137
139429443,IC50,CN(C)C1=NC(=CN=C1CN2CC3(C2)CCC(=O)N3)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)Cl)CN7CC8(C7)CCC(=O)N8)Cl,10.11350927
134165095,IC50,C1CC2=C(C=CC=C2[C@H]1OC3=C(C=C(C(=C3)OCC4=CC(=CN=C4)C#N)CNCCCN5CCS(=O)(=O)CC5)Cl)C6=CC=CC=C6F,6.522878745
139429966,IC50,COC1=NC(=CN=C1CN2CC3(C2)CCC(=O)N3)C4=CC=CC(=C4F)C5=C(C(=CC=C5)C6=CN=C(C(=N6)OC)CN7CC8(C7)CCC(=O)N8)Cl,10.09691001
139430393,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=CN=C(C(=N4)OC)CN5CC6(C5)CC(=O)NC6)Cl)CNC[C@@H]7CCC(=O)N7,10.19382003
139429876,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN6CCC7(C6)CCOC7=O)Cl,9.505845406
139429422,IC50,CNC1=NC(=CN=C1CN2CC3(C2)CC(=O)NC3)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)OC)CN7CC8(C7)CC(=O)NC8)Cl,10.15490196
139416107,IC50,CNC1=NC(=CN=C1CN2CC3(C2)CCC(=O)N3)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)OC)CN7CC8(C7)CCC(=O)N8)Cl,9.795880017
139430055,IC50,CN1C=C(C2=NC=C(N=C21)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@H]6CCC(=O)N6)Cl)CNC[C@@H]7CCC(=O)N7,10.11350927
139457663,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC6CCC7=C(C6)NN=C7)Cl,9.318758763
139430314,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN6CCC(C6)C7=CC=NN7)Cl,9.465973894
139430331,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN6CCC(C6)C7=CNN=C7)Cl,10.19382003
139430094,IC50,CN1C(=O)C2(CCN(C2)CC3=NC=C(N=C3OC)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)OC)CNC[C@@H]7CCC(=O)N7)Cl)NC1=O,9.525783736
139430097,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN6CCCC7(C6)C(=O)NC(=O)N7)Cl,9.287350298
139430388,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN6CCC7(CC6)C(=O)NC(=O)N7)Cl,9.586700236
139430026,IC50,CNC1=NC(=CN=C1CN2CC3(C2)CC(=O)NC3)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)NC)CN7CC8(C7)CC(=O)NC8)Cl,10.19382003
139430012,IC50,CNC1=NC(=CN=C1CN2CC3(C2)CCC(=O)N3)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)NC)CN7CC8(C7)CCC(=O)N8)Cl,9.534617149
139430242,IC50,CCN1C=C(C=N1)CNCC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNCC6=CN(N=C6)CC)Cl,9.476253533
139457590,IC50,COC1=NC(=CN=C1CNCC2=CN(N=C2)CCO)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNCC6=CN(N=C6)CCO)Cl,9.838631998
139430169,IC50,COC1=C(C=CC(=C1)C2=C(C(=CC=C2)C3=C(C(=CC=C3)C4=CN=C(C(=N4)OC)CNC[C@@H]5CCC(=O)N5)Cl)Cl)CNC[C@@H]6CCC(=O)N6,9.647817482
155883527,IC50,COC1=NC(=CN=C1CNCC23CC(C2)(C3)O)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)OC)CNCC78CC(C7)(C8)O)Cl,9.623423043
139429507,IC50,COC1=NC(=CN=C1CN2CC(C2)(C3CC3)O)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)OC)CN7CC(C7)(C8CC8)O)Cl,9.177178355
139430462,IC50,COC1=NC(=CN=C1CN2CC3CC2(C3)CO)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)OC)CN7CC8CC7(C8)CO)Cl,9.609064893
146206736,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNC[C@H]5CCC(=O)N5)OC)Cl)CNC[C@H]6CCC(=O)N6,6.791313983
139430361,IC50,CN1C=C(C2=NC=C(N=C21)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@H]6CCC(=O)N6)Cl)CNCC7CC(C7)O,10.13667714
139457777,IC50,CC(=O)N1CC2(C1)CN(C2)CC3=NC=C(N=C3OC)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)OC)CNC[C@H]7CCC(=O)N7)Cl,9.806875402
139430121,IC50,COC1=NC(=CN=C1CNC[C@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN6CCC7(C6)CC(=O)NC7)Cl,9.876148359
139430113,IC50,COC1=NC(=CN=C1CNC[C@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN6CCC7(C6)CCC(=O)N7)Cl,9.638272164
139457756,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN[C@@H]6CC[C@H]7[C@@H]6NC(=O)C7)Cl,9.204119983
139430370,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN6CCC[C@H]7[C@@H]6CNC7=O)Cl,9.406713933
139430424,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN6CC(C6)N7CCCC7=O)Cl,9.649751982
134165118,IC50,CN(C)CCCCCNCC1=CC(=C(C=C1OCC2=CC(=CN=C2)C#N)O[C@H]3CCC4=C(C=CC=C34)C5=CC=CC=C5F)Cl,7
139429915,IC50,CC1=CC(=NC(=C1CNC[C@@H]2CCC(=O)N2)OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl,10.19382003
139457672,IC50,CC1(CC2(C1)CN(C2)CC3=NC=C(N=C3OC)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)OC)CNC[C@@H]7CCC(=O)N7)Cl)O,9.777283529
139429821,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=CN=C(C(=N4)OC)CNC[C@@H]5CCC(=O)N5)Cl)CN6CCC(CC6)C(=O)N,9.752026734
139430071,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN6CC[C@H]7[C@@H]6[C@@H](CC7)O)Cl,9.677780705
139457603,IC50,CC(=O)N1CC2(C1)CN(C2)CC3=NC=C(N=C3NC)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)OC)CNC[C@@H]7CCC(=O)N7)Cl,10.19382003
139430036,IC50,CCN(CCC1=CNN=C1)CC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl,9.085128182
139430336,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN6CCC(C6)N7CCNC7=O)Cl,10.19382003
139429928,IC50,CC1=CC(=NC(=C1CNCC2CC(C2)O)OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl,9.920818754
139430091,IC50,CC1(CCN(CC1)CC2=C(N=C(C=C2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl)OC)O,9.790484985
139430086,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=CN=C(C(=N4)OC)CNC[C@@H]5CCC(=O)N5)Cl)CN6CCC(CC6)CO,9.89279003
139430273,IC50,CCC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)CC)CNC[C@@H]6CCC(=O)N6)Cl,9.010550182
139429870,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN6CCN[C@@H](C6)C7CC7)Cl,9.563837353
139430304,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN6CCN(CC6)C7CC7)Cl,9.638272164
139430421,IC50,C[C@@H]([C@H]1CCC(=O)N1)NCC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN[C@@H](C)[C@H]6CCC(=O)N6)Cl,9.657577319
139430364,IC50,C[C@H]([C@@H]1CCC(=O)N1)NCC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN[C@H](C)[C@@H]6CCC(=O)N6)Cl,9.707743929
139430217,IC50,C[C@@H]1C[C@H](NC1=O)CNCC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6C[C@H](C(=O)N6)C)Cl,9.744727495
139430385,IC50,CC(=O)NC1CCCN(C1)CC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@H]6CCC(=O)N6)Cl,9.446116973
139429501,IC50,CC(=O)N1CC(C1)CNCC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNCC6CN(C6)C(=O)C)Cl,10.02687215
139430106,IC50,CC(=O)N1CCC(C1)CNCC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl,9.866461092
139430160,IC50,CC(=O)N1CCC(CC1)NCC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@H]6CCC(=O)N6)Cl,9.946921557
139430253,IC50,CC(=O)N1CCCC(C1)NCC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@H]6CCC(=O)N6)Cl,10.10237291
139430278,IC50,CC(=O)N1CCC[C@@H]1CNCC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl,9.787812396
139430279,IC50,CC(=O)N1CCC[C@H]1CNCC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl,9.575118363
139430135,IC50,CC1(C[C@H](NC1=O)CNCC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl)C,9.823908741
139457684,IC50,CNC(=O)C1CCN(C1)CC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CC6CCN(C6)C(=O)NC)Cl,9.910094889
139429464,IC50,CCC(=O)NC1CCN(C1)CC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl,10.06550155
135146470,IC50,CN1C2=C(CNCC2)N=C1C(=O)NC3=CC=CC(=C3Cl)C4=C(C(=CC=C4)NC(=O)C5=NC6=C(N5C)CCN(C6)CC7CCC(CC7)C(=O)O)Cl,10
139429898,IC50,CN(C[C@@H]1CCC(=O)N1)CC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN(C)C[C@@H]6CCC(=O)N6)Cl,9.623423043
139430276,IC50,CN(C)C(=O)C1CCN(C1)CC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl,9.524328812
139429904,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN[C@@H]6CCN(C6)C7COC7)Cl,9.76700389
139430301,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN6CC(C6)N7CCOCC7)Cl,9.548213564
139430282,IC50,COC1=NC(=CN=C1CNCC[C@H]2CC(=O)NC2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNCC[C@H]6CC(=O)NC6)Cl,9.701146924
139430369,IC50,COC1=NC(=CN=C1CNCC[C@@H]2CC(=O)NC2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNCC[C@@H]6CC(=O)NC6)Cl,10.1426675
139429912,IC50,COC1=NC(=CN=C1CNCC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNCC[C@@H]6CCC(=O)N6)Cl,10.19382003
139430167,IC50,COC1=NC(=CN=C1CNCC2CCNC(=O)C2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNCC6CCNC(=O)C6)Cl,9.869666232
139430344,IC50,C[C@@H](C1CCN(CC1)CC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl)O,9.764471553
139429474,IC50,CC(C)(C1CC(C1)NCC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl)O,9.93930216
139430223,IC50,CC(C)([C@@H]1CCN(C1)CC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl)O,10.06048075
139430207,IC50,CC(C)([C@H]1CCN(C1)CC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl)O,10.19382003
139429880,IC50,CC(C)(C1CCCN1CC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl)O,9.467245621
139430337,IC50,COC[C@@H]1C[C@@H](CN1CC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl)OC,9.673664139
139430352,IC50,COCC1(CCN(C1)CC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl)CO,10.11918641
139416250,IC50,CNC1=NC(=CN=C1CN(C)C[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)NC)CN(C)C[C@@H]6CCC(=O)N6)Cl,8.412289035
139429441,IC50,CN(C)C1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)N(C)C)CNC[C@@H]6CCC(=O)N6)Cl,9.519993057
139457683,IC50,COC1=NC(=CN=C1CNCC2CCN(C2)C(=O)N)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNCC6CCN(C6)C(=O)N)Cl,9.835647144
139430200,IC50,COC1=NC(=CN=C1CNC2CCN(CC2)C(=O)N)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC6CCN(CC6)C(=O)N)Cl,10.13667714
139430284,IC50,C[C@@H]1CN(C[C@H]1CO)CC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN6C[C@H]([C@@H](C6)CO)C)Cl,10.01772877
139430471,IC50,CC(C)(C1CN(C1)CC2=NC=C(N=C2OC)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN6CC(C6)C(C)(C)O)Cl)O,10.19382003
139430450,IC50,COC1=NC(=CN=C1CNC[C@H]2CCC[C@@H]2O)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@H]6CCC[C@@H]6O)Cl,9.206209615
139430396,IC50,COC1=NC(=CN=C1CN2CCC(C2)(CO)CO)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN6CCC(C6)(CO)CO)Cl,10.19382003
139430401,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNCC(CN6CCCC6)O)Cl,9.790484985
139430298,IC50,COC1=NC(=CN=C1CNCCCN2CCCS2(=O)=O)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNCCCN6CCCS6(=O)=O)Cl,9.382999659
134165171,IC50,C1CC2=C(C=CC=C2[C@H]1OC3=C(C=C(C(=C3)OCC4=CC(=CN=C4)C#N)CN[C@H](C5=CC=CC=C5)C(=O)O)Cl)C6=CC=CC=C6F,7
134165062,IC50,C1CC2=C(C=CC=C2[C@H]1OC3=C(C=C(C(=C3)OCC4=CC(=CN=C4)C#N)CN[C@@H](C5=CC=CC=C5)C(=O)O)Cl)C6=CC=CC=C6F,6.522878745
134165170,IC50,C1CC2=C(C=CC=C2[C@H]1OC3=C(C=C(C(=C3)OCC4=CC(=CN=C4)C#N)CN[C@H](C5=CC=C(C=C5)O)C(=O)O)Cl)C6=CC=CC=C6F,6.522878745
134165126,IC50,C1CC2=C(C=CC=C2[C@H]1OC3=C(C=C(C(=C3)OCC4=CC(=CN=C4)C#N)CNCC5=CC=C(C=C5)C(=O)N)Cl)C6=CC=CC=C6F,6.522878745
134165132,IC50,C1CC2=C(C=CC=C2[C@H]1OC3=C(C=C(C(=C3)OCC4=CC(=CN=C4)C#N)CNC(CC5=CN=CC=C5)C(=O)O)Cl)C6=CC=CC=C6F,7
140831891,IC50,C[C@](CO)(C(=O)O)NCC1=CC(=C(C=C1OCC2=CC(=CC(=C2)C#N)C#N)O[C@H]3CCC4=C(C=CC=C34)C5=C(C6=C(C=C5)OCCO6)F)Cl,7
140831873,IC50,B(C1=CC=C(C=C1)CNCC2=CC(=C(C=C2OCC3=CC(=CN=C3)C#N)O[C@H]4CCC5=C(C=CC=C45)C6=C(C(=CC=C6)OC)F)Cl)(O)O,4.989276135
134165096,IC50,CC(CC1=CC=CC=N1)NCC2=CC(=C(C=C2OCC3=CC(=CN=C3)C#N)O[C@H]4CCC5=C(C=CC=C45)C6=CC=CC=C6F)Cl,6.522878745
134165103,IC50,C1CC2=C(C=CC=C2[C@H]1OC3=C(C=C(C(=C3)OCC4=CC(=CN=C4)C#N)CNCCC(=O)N[C@H](C5=CN=CN5)C(=O)O)Cl)C6=CC=CC=C6F,6.522878745
139430384,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=CC=CC(=C4Cl)C5=CC(=C(C=C5)CN6CC7(C6)CCC(=O)N7)C#N,9.164943898
134165081,IC50,C1CCC(CC1)NCC2=CC(=C(C=C2OCC3=CC(=CN=C3)C#N)O[C@H]4CCC5=C(C=CC=C45)C6=C(C7=C(C=C6)OCCO7)F)Cl,6.522878745
134165094,IC50,CC(C)OC(=O)[C@H](CO)NCC1=CC(=C(C=C1OCC2=CC(=CN=C2)C#N)O[C@H]3CCC4=C(C=CC=C34)C5=C(C6=C(C=C5)OCCO6)F)Cl,4.989276135
134165079,IC50,CCOC(=O)[C@](C)(CO)NCC1=CC(=C(C=C1OCC2=CC(=CN=C2)C#N)O[C@H]3CCC4=C(C=CC=C34)C5=C(C6=C(C=C5)OCCO6)F)Cl,6.522878745
118434619,IC50,CC1=C(C=CC=C1C2=CC3=C(C=C2)OCCO3)COC4=C(C=C(C(=C4)OCC5=CC(=CC=C5)C#N)CN6CCCCC6C(=O)O)Cl,7.247183569
139429893,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC6(CC6)C7=CC=CC=N7)Cl,9.219682688
139430083,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC6(CC6)C7=CN=CC=C7)Cl,9.209714836
139430311,IC50,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CN6CC(C6)C7=CC=CC=N7)Cl,9.410050399
139430413,IC50,COC1=C2CN(CC2=NC=C1)CC3=NC=C(N=C3OC)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=CN=C(C(=N6)OC)CNC[C@@H]7CCC(=O)N7)Cl,9.252588192
139430327,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=CN=C(C(=N4)OC)CN5CC6(C5)CC(=O)NC6)Cl)CN7CC8(C7)CC(=O)NC8,10.06550155
